CCAA;SEXO;EDAD;P4_1;P4_2;P4_3;P4_4;P4_5;P4_6;P4_7;P4_8;P5;P17E;P17F;ECIVIL;P19;P20;P21;P22;P22A;SIMPATIA;ESCIDEOL;RECUVOTOG;CERCANIA;ESCUELA;NIVELESTENTREV;RELIGION;PRACTICARELIG6;SITLAB;RELALAB;CNO11;INGRESHOG;CLASESOCIAL;SINCERIDAD
10;2;48;4;4;4;4;4;4;1;1;2;1;2;1;0;1;2;1;0;21;3;1;21;3;7;4;0;1;1;3;3;3;1
13;1;60;4;4;4;4;2;4;2;2;2;1;2;1;0;2;1;1;0;9997;2;21;21;3;10;6;0;2;0;0;4;5;1
3;1;50;4;2;4;4;2;4;2;2;2;1;2;1;0;1;1;2;4;0;1;21;9;3;6;6;0;1;1;8;4;5;1
2;1;76;2;2;1;1;2;5;4;2;1;1;1;1;0;1;1;1;0;0;1;21;8;3;14;4;0;2;0;0;3;3;1
1;2;77;5;5;4;4;2;5;5;1;2;0;0;4;5;1;2;2;5;0;1;0;1;3;11;4;0;2;0;0;5;3;1
10;2;44;2;4;4;4;5;4;4;2;2;1;4;5;0;1;2;1;0;9997;4;9999;9997;3;13;4;0;1;1;2;3;3;2
5;2;43;5;4;4;5;4;2;5;2;4;2;4;5;0;3;2;1;0;1;4;0;1;3;4;6;0;1;1;5;5;4;2
8;1;41;5;1;1;1;1;5;5;1;1;1;1;1;0;1;1;1;0;0;8;2;2;3;12;1;6;1;1;2;4;3;1
10;2;29;4;1;1;5;5;5;5;1;1;1;4;2;0;97;2;1;0;9997;5;9998;9997;3;10;3;2;1;3;3;3;98;2
4;2;67;1;5;4;1;4;5;5;5;1;1;1;1;0;1;2;1;0;9997;5;21;9997;3;2;2;1;2;0;0;5;4;1
1;1;64;5;2;5;5;1;1;1;1;5;1;1;1;0;1;1;8;1;0;5;2;8995;3;14;1;5;2;0;0;1;3;1
1;1;38;1;2;1;1;1;4;4;1;2;1;1;1;0;1;1;1;0;0;7;3;3;3;7;2;2;1;2;1;5;3;1
5;1;30;2;2;1;1;2;4;5;1;2;0;0;2;2;1;1;2;2;9997;5;1;9997;3;7;2;3;4;0;0;3;3;2
13;1;32;4;4;2;2;5;5;2;1;2;1;4;2;0;1;1;1;0;9997;3;0;9997;3;13;4;0;1;1;2;2;3;1
1;1;38;4;4;1;1;5;5;5;2;2;1;1;1;0;1;1;1;0;9997;5;0;9997;3;7;2;2;1;2;3;5;4;1
10;1;34;1;5;1;1;4;5;5;4;2;0;0;2;1;2;1;2;2;0;10;0;9999;2;0;3;4;7;0;0;1;3;1
9;1;42;5;5;5;2;1;5;5;1;4;1;2;1;0;1;1;1;0;0;6;0;9998;3;5;4;0;1;1;7;4;12;1
9;1;33;1;1;1;2;5;4;5;1;2;0;0;2;2;1;1;2;2;9998;6;0;9998;3;13;2;1;1;1;2;4;3;1
1;2;60;1;4;1;1;1;5;1;1;1;0;0;3;5;1;2;1;0;0;1;21;9;3;7;6;0;3;0;0;6;98;1
5;2;42;5;2;5;5;4;5;5;1;2;2;4;2;0;1;2;1;0;0;3;1;1;3;11;6;0;1;1;2;4;12;1
13;1;53;4;5;2;2;4;4;4;2;2;1;1;1;0;1;1;1;0;0;5;8996;2;3;13;2;3;1;1;2;1;3;1
10;2;54;5;1;2;4;4;5;4;1;2;1;2;1;0;1;2;1;0;0;4;1;1;3;11;6;0;1;1;4;3;3;2
9;1;24;4;2;2;2;4;5;4;2;2;2;4;2;0;1;1;1;0;0;7;3;3;3;10;2;2;6;0;0;3;3;1
9;1;56;2;2;2;2;2;5;5;1;1;1;2;1;0;1;1;1;0;915;99;8995;915;3;7;6;0;1;2;1;3;3;1
4;1;50;2;2;1;2;5;5;5;1;4;1;1;1;0;1;1;1;0;0;1;21;4;3;13;2;2;1;1;2;4;5;1
12;1;54;4;1;4;4;2;4;2;2;2;1;4;2;0;1;1;1;0;0;4;0;1;3;7;9;0;1;1;7;3;3;2
1;1;62;4;4;4;4;4;4;4;2;4;0;0;2;4;1;1;2;4;0;10;3;3;3;11;5;0;8;0;0;4;3;1
2;2;81;1;1;1;1;1;2;5;2;1;1;1;1;0;98;2;1;0;0;10;2;2;3;4;1;5;2;0;0;8;98;2
14;1;55;5;4;2;4;5;5;2;1;2;1;2;1;0;1;1;1;0;2;5;2;9997;3;8;6;0;1;1;2;1;3;2
5;2;41;1;2;5;5;1;1;1;1;4;0;0;2;4;1;2;2;4;0;10;21;9;3;5;4;0;3;0;0;6;12;3
2;1;70;5;5;1;2;2;5;4;2;1;1;2;1;0;3;1;1;0;0;1;0;901;3;6;4;0;2;0;0;2;3;1
3;2;68;2;2;4;4;4;5;5;2;2;1;4;5;0;1;2;1;0;0;3;1;1;3;7;2;1;2;0;0;5;3;1
9;1;53;2;5;1;1;4;5;4;1;1;1;1;1;0;1;1;8;1;0;10;9999;3;3;6;4;0;1;1;8;3;4;2
12;1;44;4;4;1;2;5;2;5;2;2;2;4;2;0;1;1;1;0;0;10;3;3;3;12;5;0;1;1;2;4;12;2
4;1;67;4;3;4;2;2;5;4;2;2;1;1;1;0;1;1;1;0;0;5;1;1;3;11;4;0;1;2;1;1;2;2
1;1;29;4;2;4;2;4;4;4;1;1;2;4;2;0;1;1;1;0;9997;1;8995;27;3;5;2;2;1;1;8;4;12;1
12;2;43;5;5;2;2;5;5;1;2;2;1;1;1;0;1;2;2;5;9997;7;0;9997;3;13;1;3;1;1;3;1;3;1
1;2;63;4;1;4;5;4;5;1;1;2;1;2;1;0;1;2;1;0;21;2;21;21;3;11;5;0;2;0;0;2;3;2
12;1;31;5;1;4;4;5;5;1;1;5;2;4;2;0;1;1;1;0;0;3;1201;1201;3;6;5;0;6;0;0;4;12;2
13;1;46;2;4;2;2;4;2;1;1;2;1;2;1;0;1;1;1;0;0;4;21;21;3;6;5;0;1;1;2;3;12;1
13;2;45;5;2;5;5;2;4;2;4;4;1;2;1;0;1;2;1;0;9997;5;8996;5;3;10;4;0;1;1;2;5;3;2
9;1;64;1;5;1;1;4;5;4;1;1;1;1;1;0;1;1;1;0;0;1;1;901;3;12;6;0;2;0;0;4;4;2
1;1;77;2;4;2;2;4;5;4;2;1;1;1;1;0;1;1;1;0;9997;7;2;2;3;11;2;2;2;0;0;3;3;2
9;1;66;2;4;2;2;4;4;5;1;2;1;1;1;0;1;1;1;0;0;2;1;1;3;2;5;0;2;0;0;4;4;1
9;1;50;1;5;1;1;5;5;5;1;1;1;1;1;0;1;1;1;0;9997;5;0;915;3;5;6;0;1;2;8;1;5;2
1;2;42;5;5;5;5;1;5;2;1;4;1;1;1;0;1;2;1;0;9997;6;2;2;3;13;1;5;4;0;0;4;4;2
13;2;82;2;5;2;2;2;5;5;9;1;0;0;3;5;1;2;2;5;0;7;2;2;3;4;2;5;3;0;0;6;4;2
13;1;31;5;5;1;1;1;5;5;5;2;1;2;1;0;1;1;1;0;0;8;0;3;3;10;1;4;1;2;1;5;12;1
1;1;46;4;1;2;1;2;4;5;1;4;1;1;1;0;1;1;1;0;28;6;8996;5;3;10;3;3;1;2;1;2;97;1
12;2;35;1;4;1;2;4;4;2;2;4;2;4;2;0;1;2;1;0;2;5;2;2;3;7;1;3;1;1;4;5;4;1
12;1;53;4;5;4;4;2;5;2;4;3;1;2;1;0;1;1;1;0;0;2;21;21;3;12;4;0;1;1;2;2;3;1
12;1;64;4;2;4;2;4;4;2;2;1;1;1;1;0;1;1;1;0;0;1;1;1;3;6;4;0;1;1;4;2;5;1
6;1;49;2;5;4;4;4;5;2;1;4;2;4;2;0;1;1;1;0;0;3;1;8;3;8;4;0;1;1;3;5;5;1
10;1;29;1;5;1;2;4;5;2;2;2;2;4;2;0;1;1;1;0;9998;5;0;1;3;10;5;0;1;1;2;2;3;1
1;2;41;4;1;4;4;1;1;5;4;2;1;3;2;0;1;2;1;0;9998;1;9998;9998;3;14;5;0;1;1;4;4;3;2
16;2;69;5;5;5;5;2;5;5;2;1;1;1;1;0;1;2;1;0;0;3;1;1;3;7;6;0;7;0;0;4;3;1
13;1;32;5;4;4;4;4;5;2;2;4;2;4;2;0;1;1;1;0;9997;6;2;2;3;13;6;0;1;1;2;2;3;1
1;2;60;1;1;1;1;1;1;2;2;1;1;3;3;0;1;2;1;0;0;10;0;1;3;9;2;2;2;0;0;1;3;2
10;2;48;4;5;4;4;2;5;5;2;4;1;2;1;0;1;2;1;0;0;5;1;9997;3;5;6;0;1;1;9;3;4;1
5;2;38;1;1;1;1;5;5;5;5;1;1;1;1;0;1;2;1;0;0;10;0;9999;3;11;3;5;4;0;0;5;3;2
16;1;70;4;5;5;4;4;5;1;1;5;0;0;2;5;3;1;2;5;9997;1;0;9997;3;11;3;1;2;0;0;4;12;1
16;2;67;5;4;4;2;4;4;5;4;2;1;2;1;0;1;2;1;0;9997;5;9999;9997;3;4;2;1;2;0;0;4;12;2
13;1;77;2;2;2;2;4;4;4;2;2;1;1;1;0;1;1;1;0;0;7;2;2;3;11;1;5;1;2;1;1;98;2
8;1;74;2;2;2;2;2;4;4;2;2;0;0;3;5;1;1;2;5;0;4;1;1;3;11;2;2;2;0;0;4;3;2
13;1;25;4;1;2;5;4;2;2;1;1;2;4;2;0;1;1;1;0;0;4;1;1;3;13;4;0;1;1;2;4;3;1
8;2;28;4;5;4;4;5;5;1;1;2;1;4;2;0;3;2;1;0;0;3;1;8;3;13;4;0;1;1;3;2;5;1
8;2;80;8;4;2;2;8;8;5;4;4;0;0;2;2;1;2;2;2;9999;99;9999;9999;3;9;1;4;2;0;0;9;11;1
10;1;45;4;4;1;2;4;5;1;1;4;0;0;2;4;2;1;2;4;0;3;1;1;3;15;5;0;1;1;3;3;3;1
10;2;46;4;4;4;2;4;2;5;5;2;1;1;1;0;1;2;1;0;0;8;0;9998;3;11;2;2;5;0;0;6;4;1
1;1;37;5;1;4;2;5;5;2;1;1;1;3;2;0;1;1;1;0;9997;99;0;9997;3;13;5;0;4;0;0;5;98;1
11;1;37;4;4;2;2;4;4;4;2;2;1;1;1;0;1;1;1;0;2;5;9999;9999;3;10;5;0;1;1;2;2;4;1
10;2;50;5;1;5;4;1;5;2;1;1;0;0;5;4;1;2;2;4;0;3;21;21;3;9;2;1;1;1;2;4;3;1
13;2;70;2;5;5;4;5;5;5;5;5;0;0;4;5;99;2;2;5;9998;7;1;2;3;4;1;6;2;0;0;9;99;1
1;1;51;1;1;5;5;1;4;5;1;1;9;99;5;0;1;1;9;9;0;6;2;2;3;11;2;2;1;1;2;5;3;3
8;2;56;2;4;1;2;5;2;1;2;1;1;2;1;0;1;2;1;0;9999;5;9999;9999;3;9;2;1;1;2;3;8;3;2
13;1;66;2;2;4;2;4;4;4;2;2;1;1;1;0;1;1;1;0;9997;5;9998;9997;3;11;1;3;2;0;0;4;3;1
13;2;29;4;4;1;2;5;5;4;2;1;1;4;2;0;1;2;1;0;0;4;1;1;3;13;2;2;1;1;2;2;4;1
3;1;70;2;2;4;4;4;4;2;4;4;2;4;2;0;96;1;1;0;0;1;21;21;3;11;6;0;2;0;0;3;5;2
13;2;63;2;5;5;5;2;5;1;1;2;1;1;1;0;1;2;1;0;8995;5;0;1;3;11;5;0;2;0;0;3;3;1
10;2;47;1;5;4;4;4;4;1;1;2;1;1;1;0;1;2;1;0;0;4;0;7;3;11;4;0;1;1;2;2;5;1
1;1;55;2;1;1;2;1;2;1;1;2;0;0;2;1;1;1;2;1;0;1;0;8;3;6;1;3;7;0;0;3;4;3
13;2;50;4;2;1;4;5;5;5;1;4;0;0;4;1;1;2;2;2;0;6;1;21;3;7;2;1;1;1;5;5;4;1
13;1;63;1;1;4;4;4;5;4;2;2;1;1;1;0;1;1;1;0;0;2;21;21;3;14;2;1;1;1;2;4;12;2
12;2;60;1;5;1;1;5;5;4;1;1;1;2;1;0;1;2;1;0;1;4;9977;1;3;5;2;1;1;1;7;4;96;2
5;1;48;5;5;5;1;1;1;5;1;5;0;0;2;5;2;2;2;5;0;1;9999;1;3;7;6;0;8;0;0;5;96;1
1;2;66;5;5;5;5;5;5;2;2;2;2;4;5;0;1;2;2;5;0;2;21;21;3;11;6;0;2;0;0;4;3;1
1;1;38;2;1;2;2;4;4;4;1;2;1;4;2;0;1;1;1;0;9997;4;21;9;3;11;6;0;1;1;3;4;12;1
16;1;67;5;4;4;4;2;5;4;2;2;0;0;2;4;1;1;2;4;0;4;0;1601;3;6;6;0;1;9;99;5;2;2
9;2;49;4;4;4;2;5;5;2;2;2;1;2;1;0;1;2;1;0;0;3;901;901;3;13;5;0;1;1;2;2;3;1
14;1;48;4;8;1;2;4;5;5;1;5;0;0;2;5;1;1;2;5;9997;5;0;9997;3;4;5;0;4;0;0;6;6;1
1;2;24;5;2;5;5;5;4;4;2;2;2;4;2;0;1;2;1;0;21;3;1;21;3;10;6;0;4;0;0;2;5;2
10;1;27;4;4;1;1;2;5;5;2;5;0;0;2;2;1;1;2;4;0;10;3;28;3;13;1;6;1;1;3;1;3;2
9;1;61;4;4;5;5;4;4;4;4;2;1;2;1;0;1;1;1;0;0;5;902;902;3;11;2;1;2;0;0;1;5;1
12;1;78;2;1;1;1;1;4;2;1;1;1;1;1;0;96;1;1;0;0;7;2;2;3;4;2;3;2;0;0;6;12;2
13;2;62;2;5;5;5;2;5;2;1;2;1;2;1;0;1;2;1;0;1;5;1;1;3;9;2;2;2;0;0;2;3;1
10;2;90;1;5;1;1;5;5;5;4;1;0;0;3;5;1;2;1;0;0;8;2;2;3;6;1;6;2;0;0;2;3;1
1;2;54;2;2;2;1;4;5;2;2;2;1;1;1;0;1;2;1;0;9997;99;8996;9997;3;6;1;3;4;0;0;6;12;1
10;2;23;5;2;2;5;5;5;1;2;2;0;0;2;2;3;2;2;1;0;3;1;1;3;6;4;0;6;0;0;3;2;2
13;2;53;4;1;2;2;5;5;3;2;4;1;2;1;0;1;2;1;0;9997;5;9999;9997;3;10;5;0;1;1;2;3;4;2
16;2;68;2;2;2;2;5;5;4;2;2;1;1;1;0;1;2;1;0;0;5;1601;1601;3;9;2;3;2;0;0;2;3;2
13;2;35;2;4;2;1;4;5;2;2;2;1;2;1;0;3;2;1;0;0;3;21;8;3;5;3;1;1;1;5;4;12;1
5;2;53;2;2;2;2;2;4;4;2;2;0;0;2;2;1;2;2;2;9999;99;0;9999;3;5;2;3;1;1;5;8;8;2
16;1;58;4;4;2;2;5;5;4;1;2;1;1;1;0;1;1;1;0;0;5;1601;1;3;9;2;3;1;1;1;2;3;1
8;2;22;2;4;2;3;4;4;4;4;2;1;4;2;0;1;2;1;0;0;7;0;2;3;10;2;2;6;0;0;8;3;2
13;1;46;4;4;2;4;4;4;4;2;1;1;1;1;0;1;1;1;0;0;6;2;9997;3;8;2;1;1;1;2;3;3;2
7;2;28;4;4;2;4;4;5;2;4;4;2;4;2;0;1;2;1;0;8995;3;1;1;3;10;4;0;1;1;4;2;3;2
13;2;51;2;4;4;2;5;5;4;1;4;1;2;1;0;1;2;1;0;0;5;1;3;3;11;4;0;1;1;2;4;12;2
1;2;51;5;2;5;3;5;5;3;3;2;1;4;2;0;1;2;1;0;1;5;1;9997;3;13;9;0;1;3;2;5;96;1
14;2;45;1;5;5;2;5;4;2;1;1;2;4;5;0;1;2;1;0;0;5;2;2;3;10;2;3;1;2;2;2;2;2
1;2;56;2;2;4;4;2;4;2;2;2;1;2;1;0;1;2;1;0;0;9;1;1;3;9;2;1;4;0;0;3;3;2
13;2;44;5;5;2;4;4;4;2;1;4;0;0;2;2;2;2;2;4;0;3;1;21;3;5;6;0;4;0;0;3;5;1
9;2;54;4;2;2;2;4;4;4;2;2;1;1;1;0;1;2;1;0;0;5;902;901;3;15;5;0;1;1;2;2;2;2
13;2;47;4;5;1;2;5;5;2;2;4;0;0;2;4;1;2;2;4;0;4;6;9997;3;12;5;0;1;1;2;9;3;1
13;1;54;4;4;2;4;5;4;2;1;1;0;0;2;4;1;1;2;4;0;8;1;1;3;13;2;2;1;1;2;3;5;1
5;1;32;4;5;1;2;5;4;1;2;2;1;2;1;0;1;1;1;0;0;3;1;8;3;10;6;0;1;3;3;2;5;1
1;2;44;4;5;2;2;4;5;2;1;1;1;1;1;0;1;2;1;0;1;2;0;1;3;11;4;0;4;0;0;3;4;1
1;2;28;2;4;2;2;5;5;4;4;4;2;4;2;0;2;2;1;0;0;5;1;1;3;10;4;0;1;1;2;4;3;1
14;2;51;1;2;2;2;5;4;5;2;2;1;1;1;0;1;2;1;0;0;5;8995;9997;3;5;2;2;1;1;5;3;96;1
13;1;65;4;5;2;2;4;4;5;1;1;1;1;1;0;1;1;1;0;0;10;3;3;3;5;1;5;2;0;0;4;4;2
14;2;63;1;1;4;4;4;4;4;1;4;1;2;1;0;1;2;1;0;0;2;1;21;3;9;6;0;4;0;0;3;4;2
6;1;49;2;2;2;2;4;4;4;2;5;1;1;1;0;1;2;1;0;9997;5;0;9997;3;7;1;3;1;1;8;6;3;2
4;2;68;2;2;4;2;2;5;5;5;4;1;1;1;0;1;2;1;0;0;5;1;3;3;4;2;3;2;0;0;6;3;8
15;2;47;2;2;2;1;5;4;5;2;4;1;1;1;0;1;2;1;0;0;5;2;5;3;9;1;3;1;1;2;3;3;1
1;2;56;2;4;1;1;2;4;4;1;1;1;1;1;0;1;2;1;0;1;4;0;1;3;5;1;2;4;0;0;4;3;1
3;2;57;5;4;2;4;4;5;4;2;2;1;1;1;0;1;2;1;0;0;5;2;2;3;14;2;1;1;1;2;1;3;1
3;1;59;5;2;4;2;1;4;5;1;1;2;4;2;0;1;1;1;0;0;3;0;1;3;9;2;1;1;1;3;2;3;1
1;1;50;2;4;1;2;4;4;5;2;1;1;1;1;0;1;1;1;0;0;6;2;2;3;8;2;2;1;1;7;5;4;1
1;2;44;2;2;2;2;4;4;2;1;2;1;3;2;0;1;2;1;0;6;4;6;9997;3;9;6;0;1;1;2;2;3;2
9;2;63;2;5;2;2;2;4;4;4;2;1;1;1;0;1;2;1;0;9997;5;9999;9997;3;4;2;2;7;0;0;5;4;2
1;1;30;2;1;1;1;4;2;1;2;2;1;4;2;0;2;1;1;0;0;4;1;1;3;13;5;0;1;1;2;2;3;2
10;1;72;5;1;1;2;2;5;2;1;2;1;1;1;0;1;1;1;0;0;1;1;1;3;7;4;0;2;0;0;3;3;1
1;2;30;2;1;2;2;4;4;2;2;2;1;4;2;0;1;2;1;0;0;3;0;2;3;10;2;2;1;1;5;3;3;1
9;2;26;5;5;5;5;5;5;1;1;2;2;4;2;0;3;2;1;0;0;2;1;8;3;10;6;0;1;2;2;3;5;2
7;1;33;1;1;4;1;4;4;5;1;2;1;1;1;0;1;1;1;0;9997;4;9977;1;3;7;2;1;1;1;3;4;4;1
10;1;53;2;2;5;5;4;4;4;2;4;1;2;1;0;1;1;1;0;0;8;1;9997;3;6;6;0;4;0;0;3;4;1
1;1;39;4;5;4;4;2;5;1;1;2;1;1;1;0;1;1;1;0;3;6;2;3;3;10;5;0;1;1;3;2;3;1
1;1;89;1;1;1;1;1;1;1;1;1;0;0;2;1;99;1;2;1;9999;99;0;1;2;0;2;1;2;0;0;8;99;2
9;1;30;2;2;2;2;2;2;2;5;2;0;0;2;2;1;1;2;2;0;10;0;9997;3;4;1;6;6;0;0;6;97;1
13;2;31;1;5;1;1;5;5;2;4;2;2;4;2;0;1;2;1;0;9997;5;8996;9997;3;5;5;0;1;1;5;2;3;1
13;1;28;2;5;4;4;4;5;2;1;2;2;4;2;0;1;1;1;0;9997;2;9998;21;3;13;4;0;1;1;5;2;5;1
8;1;51;5;4;4;4;1;5;2;1;4;1;4;5;0;1;1;1;0;0;4;0;1;3;6;5;0;1;1;3;3;3;1
1;1;27;2;1;1;1;5;5;1;1;2;1;4;2;0;1;1;1;0;9998;7;0;2;3;10;6;0;1;1;4;3;3;2
12;2;55;2;2;5;4;5;2;4;1;2;0;0;2;2;1;96;2;1;10;1;0;10;3;4;3;1;8;0;0;6;96;1
1;1;54;5;1;4;4;1;5;4;1;5;1;3;2;0;1;1;1;0;0;5;2;9997;3;13;2;1;1;1;1;2;3;2
10;1;29;4;4;4;4;2;4;1;1;4;0;0;2;4;1;1;2;4;0;1;0;9;3;13;4;0;1;1;2;1;5;1
9;1;49;2;2;4;4;1;2;2;1;2;1;2;1;0;1;1;1;0;0;2;1;9997;3;10;5;0;1;1;4;3;5;1
16;2;65;2;5;2;2;2;5;2;2;1;1;2;1;0;2;2;1;0;0;3;1;1;3;5;5;0;2;0;0;4;12;2
11;1;25;1;4;2;2;1;1;5;1;1;0;0;2;1;1;1;2;1;0;10;3;28;3;7;1;5;1;1;10;5;4;1
7;2;20;1;1;2;2;4;5;1;2;2;2;4;2;0;3;2;1;0;0;1;0;1;3;7;2;1;1;5;4;3;4;2
1;2;63;4;4;1;1;4;4;4;1;4;1;1;1;0;1;2;1;0;0;5;2;9997;3;7;1;4;1;1;4;3;4;1
12;1;47;5;1;1;1;4;5;1;1;4;2;4;2;0;1;1;1;0;0;2;1;1;3;5;2;1;1;1;7;4;3;2
10;2;46;2;5;3;5;2;5;5;1;2;1;4;5;0;1;2;1;0;0;7;1;9997;3;4;2;1;1;3;1;4;3;1
5;1;43;4;4;2;4;2;4;5;2;5;1;4;2;0;1;1;1;0;0;5;1;9997;3;7;2;2;1;1;3;2;4;1
1;2;61;2;2;2;2;2;5;5;2;4;1;1;1;0;1;2;1;0;9997;99;0;9997;3;4;1;5;7;0;0;5;12;2
9;1;47;1;2;1;2;2;4;2;4;1;1;2;1;0;1;1;1;0;0;5;1;1;3;4;2;1;8;0;0;5;5;1
16;1;35;1;1;2;1;5;5;5;1;1;2;3;9;0;1;1;1;0;0;1;0;9998;3;6;1;4;1;1;7;5;3;1
14;1;62;2;2;2;2;2;5;4;2;2;2;4;2;0;2;1;1;0;0;7;0;3;3;4;2;3;8;0;0;6;12;1
1;2;56;1;5;1;1;4;4;1;4;1;1;1;1;0;1;2;1;0;0;1;1;1;3;5;1;4;4;0;0;6;4;2
8;2;67;1;2;2;1;2;2;4;2;2;1;1;1;0;1;2;1;0;0;8;2;2;3;2;1;3;7;0;0;5;3;2
1;2;53;1;5;4;1;2;5;4;2;1;1;2;1;0;1;2;1;0;0;1;0;9998;3;6;3;2;4;0;0;4;3;2
13;1;27;4;5;5;1;5;5;4;2;1;1;4;2;0;1;1;1;0;9998;5;1;9997;3;10;9;0;4;0;0;5;4;2
1;1;63;2;2;1;2;5;5;2;2;2;1;1;1;0;1;1;1;0;9999;4;9999;9999;3;7;2;1;1;1;4;4;3;1
1;1;45;5;2;1;4;5;5;2;2;2;1;1;1;0;1;1;1;0;0;3;1;1;3;12;5;0;1;1;2;3;3;1
10;1;44;1;2;2;2;2;2;2;2;1;1;2;1;0;1;1;2;1;0;10;3;3;3;4;5;0;4;0;0;6;6;2
16;2;50;1;5;1;1;5;4;5;1;2;1;1;1;0;1;2;1;0;9997;99;0;9997;3;7;2;1;1;1;4;4;98;1
6;1;30;4;5;1;4;4;5;4;1;4;2;4;2;0;1;1;1;0;0;7;2;3;3;10;2;3;1;1;2;2;3;1
8;1;64;5;5;5;1;1;5;2;1;4;0;0;2;5;3;1;2;5;0;1;1;21;3;5;4;0;2;0;0;5;5;1
7;1;78;2;4;2;1;2;1;2;2;2;1;1;1;0;97;1;1;0;0;10;3;3;3;5;1;5;2;0;0;5;6;2
9;2;70;4;4;2;4;2;4;4;4;4;1;2;1;0;1;2;1;0;0;1;901;901;3;11;1;4;2;0;0;2;3;2
12;1;19;2;2;2;2;4;4;2;1;4;0;0;2;4;1;1;2;4;0;5;0;1;3;6;5;0;6;0;0;3;11;1
1;1;90;1;2;9;2;9;2;4;2;2;1;1;1;0;99;1;1;0;9998;5;9999;9997;3;2;1;3;2;0;0;9;99;2
9;1;46;4;1;1;1;5;5;4;1;2;0;0;5;2;1;1;2;2;0;8;3;3;3;12;1;5;1;1;3;5;6;2
8;2;55;4;1;8;1;2;4;4;4;1;2;2;1;0;1;2;1;0;0;3;0;1;3;12;2;3;1;1;5;3;12;2
1;1;47;4;4;4;5;4;4;5;1;1;1;2;1;0;1;1;1;0;9997;5;0;9997;3;7;6;0;1;1;7;5;4;1
8;1;52;2;4;2;4;5;4;2;1;4;1;2;1;0;1;1;1;0;9998;5;2;9998;3;4;2;2;1;1;7;3;4;1
9;2;37;1;2;4;4;5;5;4;2;2;1;3;2;0;1;2;1;0;21;3;21;21;3;7;5;0;1;1;5;4;96;2
4;1;41;1;4;1;4;4;4;5;4;4;1;4;5;0;1;1;1;0;0;1;0;8995;3;2;3;4;1;1;9;6;12;2
9;1;34;5;2;5;5;2;1;1;5;5;0;0;2;5;2;1;2;5;0;1;21;904;3;14;5;0;1;3;2;4;5;2
13;2;54;2;1;1;4;4;4;4;2;2;1;1;1;0;1;2;1;0;0;3;1;1;3;6;2;1;8;0;0;2;3;2
1;1;59;5;2;4;2;5;4;5;1;1;2;4;4;0;1;1;2;1;0;10;0;9997;3;11;4;0;4;0;0;6;3;2
1;1;53;4;1;2;2;4;4;4;2;2;1;1;1;0;1;1;1;0;0;5;3;28;3;11;2;2;1;3;2;1;3;1
13;2;37;2;5;1;1;5;2;5;5;5;1;3;2;0;1;2;1;0;0;9;0;9997;3;7;2;3;7;0;0;4;12;1
9;2;72;2;4;4;4;5;5;2;2;1;0;0;3;1;1;2;2;1;0;5;0;1;3;11;4;0;1;3;2;2;3;1
10;2;31;5;5;5;5;5;5;1;1;2;1;96;2;0;96;2;2;5;0;2;8995;6;3;7;6;0;6;0;0;6;12;1
9;1;65;2;4;2;2;4;5;5;4;2;1;1;1;0;3;1;1;0;0;3;21;21;3;7;6;0;2;0;0;2;5;2
12;1;36;2;5;1;1;5;5;5;2;1;0;0;2;2;1;1;2;1;0;10;3;3;3;6;3;3;1;2;1;2;12;2
9;1;36;1;1;1;2;2;2;4;4;2;1;2;1;0;1;1;1;0;0;10;1;1;3;5;5;0;1;1;9;4;3;1
16;1;70;1;1;1;1;1;5;5;4;1;1;1;1;0;1;1;1;0;0;10;0;3;3;7;2;1;2;0;0;5;3;1
13;1;25;4;2;2;5;4;5;1;1;2;2;4;2;0;1;1;1;0;0;3;1;4;3;13;6;0;1;1;2;1;3;1
8;2;38;2;1;1;1;1;2;5;2;2;1;3;1;0;1;2;1;0;0;98;0;9997;3;11;3;3;4;0;0;5;98;1
13;2;63;2;4;4;4;4;4;4;4;2;1;1;1;0;1;2;1;0;0;8;1;1;3;11;6;0;1;1;2;1;3;1
9;1;52;5;2;4;4;2;5;2;2;2;1;2;1;0;1;1;1;0;0;1;21;21;3;11;6;0;1;1;2;4;3;1
13;1;30;4;2;4;5;4;5;4;2;2;2;4;2;0;1;1;1;0;9999;2;8996;1;3;10;2;2;1;1;2;2;5;1
1;2;38;2;5;2;5;2;5;5;1;4;2;4;2;0;1;2;1;0;0;5;2;9997;3;6;4;0;1;1;5;5;3;1
7;1;80;5;5;4;4;4;5;5;4;1;1;1;1;0;1;1;1;0;9997;5;0;9997;3;11;4;0;2;0;0;4;98;2
9;1;69;4;4;4;2;4;4;4;4;2;0;0;4;2;1;1;2;4;0;2;1;1;3;13;2;2;1;1;2;2;3;1
13;1;42;5;2;4;4;4;4;2;2;4;2;4;2;0;1;1;8;2;2;8;2;9997;3;4;2;2;1;1;10;3;4;2
6;2;76;4;5;4;4;4;4;5;2;4;0;0;4;5;1;2;2;4;1;2;9999;9997;3;4;1;5;2;0;0;5;12;2
1;2;58;2;2;1;2;5;4;9;1;2;0;0;5;9;1;2;2;2;0;9;9999;8995;3;6;1;2;3;0;0;6;4;1
12;2;24;5;1;5;5;5;4;1;2;2;2;4;2;0;3;2;1;0;0;3;1201;1;3;10;6;0;6;0;0;2;2;1
